minute,rmssd,coverage,hf,lf
2023-12-10T05:10:00.000,54.403,0.899,617.379,869.336
2023-12-10T05:15:00.000,58.039,0.975,1031.954,819.893
2023-12-10T05:20:00.000,49.869,0.959,817.603,587.441
2023-12-10T05:25:00.000,56.272,1.002,969.092,748.15
2023-12-10T05:40:00.000,50.752,0.918,711.86,958.814
2023-12-10T05:45:00.000,61.226,0.972,1177.15,1502.191
2023-12-10T05:50:00.000,50.962,0.911,757.691,1061.806
2023-12-10T06:00:00.000,37.042,0.987,316.423,1293.682
2023-12-10T06:05:00.000,34.172,0.982,354.812,1233.177
2023-12-10T06:15:00.000,64.326,0.752,931.959,3207.108
2023-12-10T06:20:00.000,34.161,0.98,337.212,1082.879
2023-12-10T06:25:00.000,35.231,0.929,573.221,1283.646
2023-12-10T06:30:00.000,39.247,0.97,333.915,818.118
2023-12-10T06:35:00.000,39.781,0.948,487.416,1195.199
2023-12-10T06:40:00.000,39.731,1.002,468.99,1259.391
2023-12-10T06:45:00.000,33.994,1.004,333.047,736.607
2023-12-10T06:50:00.000,37.965,1.003,707.082,1335.037
2023-12-10T06:55:00.000,38.276,1.003,490.492,819.993
2023-12-10T07:00:00.000,34.366,1.002,395.131,523.824
2023-12-10T07:05:00.000,39.704,0.719,451.327,1346.103
2023-12-10T07:10:00.000,48.615,0.998,992.653,538.498
2023-12-10T07:15:00.000,45.183,0.8130000000000001,530.566,972.515
2023-12-10T07:20:00.000,37.973,0.856,380.052,1080.664
2023-12-10T07:25:00.000,36.834,1.004,322.666,1523.82
2023-12-10T07:30:00.000,40.612,0.942,484.519,1714.037
2023-12-10T07:35:00.000,35.38,0.962,434.406,1164.816
2023-12-10T07:40:00.000,25.615,1.004,177.605,526.17
2023-12-14T01:45:00.000,65.863,0.953,1144.714,1795.071
2023-12-14T01:50:00.000,69.479,0.958,1425.878,1548.047
2023-12-14T01:55:00.000,87.257,0.952,2707.641,1334.081
2023-12-14T02:00:00.000,84.344,0.984,2180.025,753.362
2023-12-14T02:05:00.000,80.918,1.004,2168.448,808.628
2023-12-14T02:10:00.000,87.366,1.004,2238.058,661.981
2023-12-14T02:15:00.000,76.528,1.003,2034.879,577.164
2023-12-14T02:20:00.000,72.435,1.003,1762.897,996.845
2023-12-14T02:25:00.000,73.107,1.003,1541.741,1027.724
2023-12-14T02:30:00.000,70.572,0.996,1654.27,581.403
2023-12-14T02:35:00.000,65.475,1.005,1405.637,737.459
2023-12-14T02:40:00.000,71.915,1.004,1337.626,792.745
2023-12-14T02:45:00.000,76.635,0.946,1948.468,1207.469
2023-12-14T02:50:00.000,46.523,0.965,640.808,2240.222
2023-12-14T02:55:00.000,57.339,0.936,936.454,2706.591
2023-12-14T03:00:00.000,58.524,0.946,935.946,1335.032
2023-12-14T03:05:00.000,51.622,0.997,967.847,1307.463
2023-12-14T03:10:00.000,60.687,0.929,842.239,2877.933
2023-12-14T03:15:00.000,59.437,0.892,897.354,1597.797
2023-12-14T03:20:00.000,80.435,1.006,2191.48,978.889
2023-12-14T03:25:00.000,61.048,0.842,738.673,10557.276
2023-12-14T03:30:00.000,86.575,1.003,2033.819,657.464
2023-12-14T03:35:00.000,92.884,0.989,2652.637,1061.003
2023-12-14T03:40:00.000,80.016,0.902,2078.681,2065.787
2023-12-14T03:45:00.000,89.682,1.005,2881.018,792.3
2023-12-14T03:50:00.000,75.514,0.934,1742.016,1495.857
2023-12-14T03:55:00.000,82.965,1.001,1834.777,836.409
2023-12-14T04:00:00.000,72.826,0.884,1038.441,1681.525
2023-12-14T04:05:00.000,71.267,0.98,1458.526,2774.981
2023-12-14T04:10:00.000,26.197,0.801,126.971,413.962
2023-12-14T04:15:00.000,53.145,0.84,594.754,1679.243
2023-12-14T04:20:00.000,69.386,0.845,938.31,1670.74
2023-12-14T04:25:00.000,59.219,0.973,605.802,2588.0
2023-12-14T04:30:00.000,64.32,0.936,1300.997,1078.025
2023-12-14T04:35:00.000,78.56,0.952,1679.443,1738.836
2023-12-14T04:40:00.000,66.91,0.873,1014.305,1346.77
2023-12-14T04:45:00.000,63.535,1.002,1357.675,820.866
2023-12-14T04:50:00.000,65.934,0.927,1320.815,1288.528
2023-12-14T04:55:00.000,73.656,0.996,1604.806,1529.953
2023-12-14T05:00:00.000,72.641,1.001,1420.06,1053.457
2023-12-14T05:05:00.000,70.886,0.987,1387.838,1554.069
2023-12-14T05:10:00.000,67.079,1.004,1157.654,1332.829
2023-12-14T05:15:00.000,76.914,0.89,1590.036,891.08
2023-12-14T05:20:00.000,78.552,0.981,1900.015,1801.215
2023-12-14T05:25:00.000,87.229,0.962,2346.63,1159.036
2023-12-14T05:30:00.000,58.802,0.8210000000000001,913.278,926.266
2023-12-14T05:35:00.000,66.521,0.946,1641.236,1594.821
2023-12-14T05:40:00.000,62.176,0.94,830.432,2015.976
2023-12-14T05:45:00.000,54.427,0.755,797.009,1550.363
2023-12-14T05:50:00.000,79.009,0.96,1667.061,1902.99
2023-12-14T05:55:00.000,73.381,0.97,1498.068,1951.071
2023-12-14T06:00:00.000,71.451,0.941,1211.026,1394.364
2023-12-14T06:05:00.000,64.814,0.904,1646.773,1200.331
2023-12-14T06:10:00.000,70.917,0.936,1810.831,2440.877
2023-12-14T06:15:00.000,64.11,0.954,1256.653,2179.168
2023-12-14T06:20:00.000,77.841,0.916,2101.324,988.547
2023-12-14T06:25:00.000,61.182,1.004,1192.995,1742.549
2023-12-14T06:40:00.000,77.162,0.933,1171.311,2111.991
2023-12-14T06:45:00.000,87.884,1.004,1970.882,2313.773
2023-12-14T06:50:00.000,81.836,0.957,1533.125,5100.314
2023-12-14T06:55:00.000,76.193,1.004,1617.798,1021.004
2023-12-14T07:05:00.000,69.007,0.796,1632.827,1862.978
2023-12-14T07:10:00.000,63.829,0.989,1105.286,2542.016
2023-12-14T07:15:00.000,52.459,0.898,580.641,2233.996
2023-12-14T07:20:00.000,45.506,0.812,309.322,933.532
2023-12-14T07:25:00.000,59.07,1.003,1184.971,1869.749
2023-12-14T07:30:00.000,68.462,1.005,1688.898,1384.224
2023-12-14T07:35:00.000,59.867,0.924,920.347,1279.453
2023-12-14T23:50:00.000,91.545,0.934,1778.389,931.046
2023-12-14T23:55:00.000,90.699,1.002,2346.749,696.565
2023-12-15T00:00:00.000,85.778,0.925,1768.584,724.903
2023-12-15T00:05:00.000,74.058,1.001,1509.033,494.695
2023-12-15T00:10:00.000,74.39,1.005,1283.789,914.85
2023-12-15T00:15:00.000,73.574,0.996,1532.037,1017.593
2023-12-15T00:20:00.000,69.107,0.897,1275.424,989.788
2023-12-15T00:25:00.000,59.568,0.926,757.337,3022.358
2023-12-15T00:30:00.000,80.65,0.937,1582.836,781.07
2023-12-15T00:40:00.000,63.771,0.926,714.29,1873.969
2023-12-15T00:45:00.000,57.181,0.864,945.184,1281.72
2023-12-15T00:50:00.000,49.182,1.005,755.337,289.997
2023-12-15T00:55:00.000,54.98,1.004,708.708,555.571
2023-12-15T01:00:00.000,55.195,1.002,912.04,683.036
2023-12-15T01:05:00.000,62.959,1.002,1348.157,622.021
2023-12-15T01:10:00.000,60.005,0.905,633.304,3630.3
2023-12-15T01:15:00.000,72.44,1.006,1460.366,580.133
2023-12-15T01:20:00.000,71.469,1.001,1444.972,850.422
2023-12-15T01:25:00.000,83.156,0.996,2067.919,981.584
2023-12-15T01:40:00.000,87.83,0.93,2226.38,847.157
2023-12-15T01:45:00.000,99.726,0.996,2618.202,726.69
2023-12-15T01:50:00.000,75.028,0.973,1360.61,915.889
2023-12-15T01:55:00.000,76.739,0.784,1376.015,2563.389
2023-12-15T02:00:00.000,99.371,0.966,2690.718,344.349
2023-12-15T02:05:00.000,83.983,0.881,1685.267,2120.624
2023-12-15T02:10:00.000,112.372,1.003,3604.177,933.687
2023-12-15T02:15:00.000,86.583,0.867,1207.571,2245.278
2023-12-15T02:20:00.000,69.503,0.958,1345.951,2120.211
2023-12-15T02:25:00.000,75.401,0.96,1869.901,1676.128
2023-12-15T02:30:00.000,73.331,0.886,1463.956,1155.581
2023-12-15T02:35:00.000,82.466,0.905,1167.627,1994.306
2023-12-15T02:40:00.000,81.586,0.923,1504.329,1571.078
2023-12-15T02:45:00.000,69.988,0.972,1428.563,1568.72
2023-12-15T02:50:00.000,77.248,0.916,2250.338,2677.574
2023-12-15T02:55:00.000,80.635,1.002,1625.105,1099.557
2023-12-15T03:00:00.000,70.357,0.999,1274.214,805.863
2023-12-15T03:05:00.000,77.24,1.001,1849.678,697.267
2023-12-15T03:10:00.000,69.911,0.979,1311.945,1251.987
2023-12-15T03:15:00.000,69.62,0.926,1429.421,811.999
2023-12-15T03:20:00.000,69.515,0.925,1357.689,1463.138
2023-12-15T03:25:00.000,67.305,0.989,1347.609,2755.816
2023-12-15T03:30:00.000,55.712,0.841,872.642,4576.868
2023-12-15T03:35:00.000,66.715,0.963,1227.698,2091.181
2023-12-15T03:40:00.000,67.574,1.002,1331.762,884.996
2023-12-15T03:45:00.000,53.859,0.811,267.194,2968.265
2023-12-15T03:50:00.000,63.903,0.92,753.687,976.601
2023-12-15T03:55:00.000,71.864,0.929,1497.02,2751.914
2023-12-15T04:00:00.000,75.035,0.909,1148.939,1354.408
2023-12-15T04:05:00.000,61.179,0.981,1360.653,989.793
2023-12-15T04:10:00.000,64.277,0.996,980.195,1206.323
2023-12-15T04:20:00.000,61.433,0.919,1287.29,1288.018
2023-12-15T04:25:00.000,65.026,0.888,1188.322,2252.328
2023-12-15T04:30:00.000,61.413,0.962,876.712,1185.908
2023-12-15T04:35:00.000,64.86,0.989,1049.527,888.629
2023-12-15T04:40:00.000,63.78,0.88,1091.088,1037.273
2023-12-15T04:45:00.000,66.485,1.003,1363.74,674.178
2023-12-15T04:50:00.000,58.116,0.8220000000000001,843.668,1235.142
2023-12-15T05:05:00.000,53.993,0.97,679.501,2192.156
2023-12-15T05:10:00.000,63.629,0.95,1000.148,2436.727
2023-12-15T05:15:00.000,83.624,0.956,2379.015,1344.832
2023-12-15T05:20:00.000,86.528,0.978,1985.122,3418.226
2023-12-15T05:40:00.000,75.777,0.729,1563.263,1408.476
2023-12-15T05:45:00.000,76.483,1.004,1386.732,2981.356
2023-12-15T05:50:00.000,35.294,0.915,273.237,548.03
2023-12-15T05:55:00.000,67.9,0.879,1372.388,955.357
2023-12-15T06:00:00.000,49.058,0.871,840.725,985.042
2023-12-15T06:05:00.000,49.128,0.8280000000000001,712.443,1506.366
2023-12-15T06:10:00.000,57.7,0.997,1205.605,1099.83
2023-12-15T06:15:00.000,52.435,0.949,645.815,1491.64
2023-12-15T06:20:00.000,62.74,1.003,1194.941,1016.303
2023-12-15T06:25:00.000,64.628,0.855,1203.803,2306.209
2023-12-15T06:30:00.000,65.459,1.001,1187.14,840.966
2023-12-15T06:35:00.000,49.026,0.868,599.564,868.553
2023-12-15T06:40:00.000,58.518,0.892,873.652,1578.503
2023-12-15T06:45:00.000,62.753,0.921,1378.657,1286.052
2023-12-15T06:50:00.000,50.151,0.788,809.318,1372.643
2023-12-15T06:55:00.000,59.932,0.836,780.684,1394.738
2023-12-15T07:00:00.000,67.975,0.84,1123.175,1175.71
2023-12-15T07:05:00.000,63.86,0.96,1565.77,2575.686
2023-12-15T07:10:00.000,65.136,0.931,1203.044,1898.016
2023-12-15T07:15:00.000,71.342,1.006,1435.351,1009.799
2023-12-15T07:20:00.000,67.967,0.866,1385.475,3625.818
2023-12-15T07:25:00.000,56.399,0.878,910.306,612.075
2023-12-15T07:30:00.000,51.166,0.985,650.509,888.738
2023-12-15T07:50:00.000,51.157,0.863,503.459,2259.597
2023-12-15T07:55:00.000,89.678,0.971,2137.782,1287.937
2023-12-15T08:00:00.000,69.72,0.918,1265.202,2528.44
2023-12-15T08:05:00.000,62.655,0.978,967.44,936.603
2023-12-15T08:10:00.000,59.125,1.003,1016.523,1021.755
2023-12-15T08:15:00.000,61.704,0.966,1151.696,1480.326
2023-12-15T08:20:00.000,57.08,0.876,854.203,2815.907
2023-12-15T08:25:00.000,62.821,0.986,1327.71,1581.357
2023-12-15T08:30:00.000,59.564,0.867,952.996,1041.251
2023-12-15T08:40:00.000,59.885,0.948,835.955,2354.84
2023-12-15T08:45:00.000,57.942,0.922,1187.376,1919.628
2023-12-15T08:50:00.000,59.692,0.735,812.351,983.081
2023-12-21T03:45:00.000,60.669,0.98,1464.023,1186.465
2023-12-21T03:50:00.000,65.18,0.895,1193.088,2222.342
2023-12-21T03:55:00.000,65.448,0.862,1272.49,450.885
2023-12-21T04:00:00.000,44.624,1.003,754.688,431.35
2023-12-21T04:05:00.000,45.305,1.004,536.775,460.673
2023-12-21T04:10:00.000,40.273,1.003,570.914,290.626
2023-12-21T04:15:00.000,39.174,1.003,475.425,296.593
2023-12-21T04:20:00.000,45.246,1.004,848.907,379.988
2023-12-21T04:25:00.000,40.353,1.002,681.104,368.855
2023-12-21T04:30:00.000,38.172,1.002,547.121,327.14
2023-12-21T04:35:00.000,38.457,1.003,500.548,403.354
2023-12-21T04:40:00.000,34.87,1.005,415.299,274.015
2023-12-21T04:45:00.000,30.721,0.839,261.334,565.674
2023-12-21T04:50:00.000,20.243,0.975,149.461,267.81
2023-12-21T04:55:00.000,17.189,1.003,85.273,331.787
2023-12-21T05:00:00.000,28.026,0.891,288.315,575.396
2023-12-21T05:05:00.000,48.833,0.811,599.888,1553.794
2023-12-21T05:10:00.000,42.341,0.93,400.708,1108.397
2023-12-21T05:15:00.000,42.17,0.843,700.261,1457.022
2023-12-21T05:20:00.000,43.519,0.956,561.379,2917.953
2023-12-21T05:25:00.000,47.076,1.004,738.98,1398.052
2023-12-21T05:30:00.000,66.212,0.901,951.711,2245.066
2023-12-21T05:35:00.000,69.473,1.001,1419.578,440.612
2023-12-21T05:40:00.000,77.304,1.004,2109.046,405.269
2023-12-21T05:45:00.000,67.251,0.945,1105.829,1059.5
2023-12-21T05:50:00.000,50.461,1.002,924.542,477.822
2023-12-21T05:55:00.000,48.971,0.882,797.974,459.759
2023-12-21T06:00:00.000,75.694,0.939,1982.326,1509.199
2023-12-21T06:05:00.000,66.211,0.938,1301.896,1129.806
2023-12-21T06:10:00.000,57.86,0.938,1043.032,1149.483
2023-12-21T06:15:00.000,63.055,1.002,1422.821,921.107
2023-12-21T06:20:00.000,62.946,0.905,1128.866,990.073
2023-12-21T06:25:00.000,73.061,1.001,1816.656,3022.21
2023-12-21T06:30:00.000,54.375,0.982,1192.674,2003.91
2023-12-21T06:35:00.000,52.832,0.931,1054.036,2326.554
2023-12-21T06:40:00.000,54.223,0.811,655.224,2428.319
2023-12-21T06:45:00.000,59.906,0.756,433.878,1462.88
2023-12-21T07:05:00.000,62.183,0.732,1259.193,1854.944
2023-12-21T07:10:00.000,70.441,0.979,2017.813,905.271
2023-12-21T07:35:00.000,62.351,0.718,1366.253,2499.208
2023-12-21T07:40:00.000,66.518,0.923,1257.999,570.168
2023-12-21T07:45:00.000,68.305,0.929,1006.755,1277.87
2023-12-21T07:50:00.000,60.195,0.942,893.476,1311.956
2023-12-21T07:55:00.000,67.17,0.97,1681.203,1406.815
2023-12-21T08:00:00.000,64.27,0.903,1048.822,1814.014
2023-12-21T08:05:00.000,62.954,0.93,1342.272,870.406
2023-12-21T08:10:00.000,67.585,0.963,1670.12,1111.353
2023-12-21T08:15:00.000,49.46,0.981,493.777,1456.603
2023-12-21T08:20:00.000,32.581,1.003,288.991,557.172
2023-12-21T08:25:00.000,55.185,0.962,636.044,1115.488
2023-12-21T08:35:00.000,45.607,0.746,649.574,873.177
2023-12-21T23:50:00.000,54.256,0.883,621.527,1344.164
2023-12-22T00:00:00.000,82.464,0.929,2192.652,1629.428
2023-12-22T00:05:00.000,62.059,0.999,1351.424,627.893
2023-12-22T00:10:00.000,62.183,0.923,1195.225,1247.045
2023-12-22T00:15:00.000,59.333,1.0,1194.412,405.405
2023-12-22T00:20:00.000,58.366,1.005,1372.151,614.945
2023-12-22T00:25:00.000,55.076,1.003,1013.471,602.805
2023-12-22T00:30:00.000,72.104,0.864,1840.54,1459.863
2023-12-22T00:35:00.000,64.332,0.997,1678.494,481.493
2023-12-22T00:40:00.000,52.504,0.833,531.01,3220.1
2023-12-22T00:45:00.000,57.184,1.001,1324.813,1812.664
2023-12-22T00:50:00.000,58.107,1.002,1366.77,792.642
2023-12-22T00:55:00.000,57.328,1.006,1270.501,438.449
2023-12-22T01:00:00.000,61.031,1.002,1557.807,487.736
2023-12-22T01:05:00.000,52.538,0.926,1080.586,637.671
2023-12-22T01:10:00.000,53.802,1.004,1120.948,828.217
2023-12-22T01:15:00.000,56.178,0.933,1095.114,1422.759
2023-12-22T01:20:00.000,57.826,1.001,997.2,940.783
2023-12-22T01:25:00.000,59.568,0.932,1036.898,1922.767
2023-12-22T01:30:00.000,44.75,0.943,596.413,902.561
2023-12-22T01:35:00.000,36.665,0.972,498.958,1476.994
2023-12-22T01:40:00.000,34.226,0.961,252.986,1145.818
2023-12-22T01:45:00.000,59.505,0.935,1009.882,1795.366
2023-12-22T01:50:00.000,64.21,0.928,1338.22,905.439
2023-12-22T01:55:00.000,57.374,1.002,1067.749,1091.284
2023-12-22T02:00:00.000,53.427,1.004,796.595,894.344
2023-12-22T02:05:00.000,63.134,0.98,1177.472,1374.388
2023-12-22T02:10:00.000,56.455,0.99,795.708,672.056
2023-12-22T02:15:00.000,75.462,1.002,2001.069,351.223
2023-12-22T02:20:00.000,55.67,0.865,785.028,1395.403
2023-12-22T02:25:00.000,62.057,0.804,1213.12,713.014
2023-12-22T02:30:00.000,72.295,0.921,1430.434,722.626
2023-12-22T02:35:00.000,72.002,1.003,1453.937,716.769
2023-12-22T02:40:00.000,77.835,0.995,2003.834,1354.575
2023-12-22T02:45:00.000,94.494,0.776,2991.709,740.916
2023-12-22T02:50:00.000,77.953,0.945,1487.448,3264.542
2023-12-22T02:55:00.000,76.428,0.788,1965.282,2243.951
2023-12-22T03:00:00.000,95.578,0.8200000000000001,1536.816,1185.038
2023-12-22T03:05:00.000,75.53,0.907,1509.921,1228.282
2023-12-22T03:10:00.000,70.033,0.961,1383.688,2716.396
2023-12-22T03:15:00.000,49.254,0.943,469.944,1048.922
2023-12-22T03:20:00.000,65.428,0.878,1255.678,1867.731
2023-12-22T03:25:00.000,71.261,0.922,2106.192,1487.462
2023-12-22T03:30:00.000,69.844,0.926,1439.085,1216.746
2023-12-22T03:35:00.000,78.887,1.004,1784.47,980.724
2023-12-22T03:40:00.000,78.207,0.893,1969.315,1286.326
2023-12-22T03:45:00.000,66.378,0.898,901.783,1362.896
2023-12-22T03:50:00.000,72.476,1.006,1392.104,769.468
2023-12-22T03:55:00.000,78.731,0.89,1080.342,5014.313
2023-12-22T04:00:00.000,93.559,0.981,3011.61,2777.434
2023-12-22T04:05:00.000,67.569,0.895,879.455,1170.092
2023-12-22T04:10:00.000,74.531,0.947,1784.414,2408.33
2023-12-22T04:15:00.000,66.18,0.998,1130.003,606.32
2023-12-22T04:20:00.000,64.549,0.911,1060.941,1144.216
2023-12-22T04:25:00.000,68.701,0.896,985.921,1026.552
2023-12-22T04:30:00.000,77.828,0.875,1234.709,1302.609
2023-12-22T04:35:00.000,75.204,0.917,1984.547,1210.102
2023-12-22T04:40:00.000,95.563,0.903,1997.981,2077.075
2023-12-22T04:45:00.000,73.919,0.921,1703.261,3498.752
2023-12-22T04:50:00.000,59.187,1.003,681.349,1150.065
2023-12-22T04:55:00.000,72.507,1.005,2130.582,1534.677
2023-12-22T05:00:00.000,71.645,0.894,1040.042,1923.92
2023-12-22T05:05:00.000,55.5,0.807,677.897,2095.697
2023-12-22T05:10:00.000,80.256,1.003,1782.923,3118.033
2023-12-22T05:15:00.000,93.668,0.896,2447.855,3281.344
2023-12-22T05:20:00.000,78.341,0.896,1429.314,1533.096
2023-12-22T05:25:00.000,112.871,0.762,3495.59,1054.998
2023-12-22T05:30:00.000,85.799,0.881,2046.471,1730.661
2023-12-22T05:35:00.000,74.515,1.003,1441.251,1386.146
2023-12-22T05:40:00.000,78.039,1.002,2289.403,683.304
2023-12-22T05:45:00.000,87.452,0.998,1841.23,1903.068
2023-12-22T05:50:00.000,91.802,0.834,1913.656,1856.251
2023-12-22T05:55:00.000,92.593,0.942,2566.122,479.509
2023-12-22T06:00:00.000,68.1,1.003,1471.859,1807.946
2023-12-22T06:05:00.000,84.614,0.756,2078.524,3982.39
2023-12-22T06:10:00.000,86.163,1.005,2496.616,3109.538
2023-12-22T06:15:00.000,70.095,0.901,1046.119,2568.205
2023-12-22T06:20:00.000,79.364,0.937,2185.23,1637.299
2023-12-22T06:25:00.000,61.239,0.993,921.843,1988.809
2023-12-22T06:35:00.000,76.657,1.003,1860.768,2432.398
2023-12-22T06:40:00.000,70.209,0.969,1294.995,1640.946
2023-12-22T06:55:00.000,76.625,0.907,1781.917,1548.181
2023-12-22T07:00:00.000,90.107,0.986,2439.427,3821.766
2023-12-22T07:05:00.000,96.147,0.947,2913.055,821.2
2023-12-22T07:10:00.000,100.692,0.7010000000000001,1948.376,2259.505
2023-12-22T07:20:00.000,106.05,0.714,1692.262,1982.014
2023-12-22T07:30:00.000,97.545,1.003,3119.379,1550.536
2023-12-22T07:35:00.000,99.918,1.004,2675.808,1566.444
2023-12-22T07:50:00.000,107.623,0.954,3401.911,2211.174
2023-12-22T08:05:00.000,73.779,0.799,1074.899,914.757
2023-12-22T08:10:00.000,80.692,0.803,1506.881,1618.445
2023-12-22T08:15:00.000,89.848,0.992,2053.646,2470.705
2023-12-22T08:20:00.000,97.512,0.998,2654.07,1303.757
2023-12-22T08:25:00.000,98.203,0.8280000000000001,3310.61,1915.725
2023-12-22T08:35:00.000,81.36,0.863,1683.464,2193.033
2023-12-22T08:40:00.000,74.111,1.004,1275.549,893.144
2023-12-22T08:45:00.000,68.079,1.005,1323.313,2416.939
2023-12-22T08:50:00.000,80.94,0.905,1678.44,1206.247
2023-12-22T08:55:00.000,93.0,0.955,2464.895,1045.184
2023-12-22T09:00:00.000,85.656,0.848,2666.267,1729.29
2023-12-22T09:15:00.000,81.357,0.859,1876.164,3147.629
2023-12-22T23:20:00.000,51.183,0.8180000000000001,895.116,599.505
2023-12-22T23:25:00.000,65.233,0.984,1440.861,2163.919
2023-12-22T23:30:00.000,52.881,0.945,643.464,718.795
2023-12-22T23:35:00.000,60.371,1.004,1234.582,959.827
2023-12-22T23:40:00.000,61.363,1.001,1314.543,467.483
2023-12-22T23:45:00.000,58.011,1.005,1019.501,538.364
2023-12-22T23:50:00.000,58.725,1.004,1068.911,534.762
2023-12-22T23:55:00.000,54.346,0.872,670.068,3827.993
2023-12-23T00:00:00.000,59.928,1.002,1192.491,530.543
2023-12-23T00:05:00.000,60.162,1.003,1099.873,442.319
2023-12-23T00:10:00.000,67.44,1.004,1687.793,628.196
2023-12-23T00:15:00.000,61.737,1.002,1137.279,1398.707
2023-12-23T00:20:00.000,49.281,0.921,497.017,1291.883
2023-12-23T00:25:00.000,38.079,0.769,311.97,1263.061
2023-12-23T00:35:00.000,36.986,0.875,409.163,2180.149
2023-12-23T00:40:00.000,50.153,0.99,909.101,3160.143
2023-12-23T00:45:00.000,56.067,1.004,966.295,326.878
2023-12-23T00:50:00.000,64.751,1.002,1350.876,1487.912
2023-12-23T00:55:00.000,61.542,0.792,1032.367,1252.62
2023-12-23T01:15:00.000,47.487,1.003,486.199,1858.23
2023-12-23T01:20:00.000,28.714,0.927,159.691,594.364
2023-12-23T01:25:00.000,30.839,0.871,142.727,536.574
2023-12-23T01:30:00.000,45.057,0.9,517.531,737.483
2023-12-23T01:35:00.000,59.367,0.94,941.165,4907.576
2023-12-23T01:40:00.000,52.916,0.949,1031.465,1229.792
2023-12-23T01:45:00.000,68.345,1.004,1439.682,756.55
2023-12-23T01:50:00.000,69.741,0.9,1555.143,746.631
2023-12-23T01:55:00.000,58.486,0.998,798.536,745.997
2023-12-23T02:00:00.000,66.831,0.934,1508.974,664.512
2023-12-23T02:05:00.000,89.406,0.973,2227.486,1303.637
2023-12-23T02:10:00.000,78.73,1.006,1875.575,718.255
2023-12-23T02:15:00.000,75.199,1.002,1571.067,1328.368
2023-12-23T02:20:00.000,76.468,0.8270000000000001,1992.095,2163.019
2023-12-23T02:25:00.000,78.991,0.967,2283.169,465.536
2023-12-23T02:50:00.000,77.864,1.003,2418.816,1365.483
2023-12-23T02:55:00.000,75.786,1.006,1538.404,2364.636
2023-12-23T03:00:00.000,70.568,0.975,2109.738,1940.697
2023-12-23T03:05:00.000,62.581,0.931,764.008,2710.338
2023-12-23T03:10:00.000,76.842,0.934,1370.65,1887.677
2023-12-23T03:15:00.000,68.074,0.994,1561.504,2547.067
2023-12-23T03:35:00.000,86.174,0.84,2480.435,1247.139
2023-12-23T03:40:00.000,82.582,1.004,1912.411,1032.872
2023-12-23T03:45:00.000,86.5,0.993,2611.092,1273.519
2023-12-23T03:50:00.000,73.522,0.855,1386.92,2893.027
2023-12-23T03:55:00.000,80.105,0.933,1660.166,1979.124
2023-12-23T04:00:00.000,101.475,0.994,3627.539,1634.14
2023-12-23T04:05:00.000,94.508,0.976,2719.085,2846.408
2023-12-23T04:10:00.000,91.871,0.954,2191.212,4145.989
2023-12-23T04:20:00.000,65.588,0.711,1164.954,2901.756
2023-12-23T04:25:00.000,85.954,0.971,1901.118,2046.687
2023-12-23T04:30:00.000,98.182,0.998,2481.415,1228.905
2023-12-23T04:35:00.000,97.08,1.004,2817.35,864.346
2023-12-23T04:40:00.000,79.385,0.9,1489.856,5210.94
2023-12-23T04:45:00.000,59.771,0.999,1019.055,1456.974
2023-12-23T04:50:00.000,51.134,1.001,612.866,3063.296
2023-12-23T04:55:00.000,70.616,0.988,1491.009,1546.044
2023-12-23T05:00:00.000,65.85,0.898,919.894,1093.949
2023-12-23T05:05:00.000,87.15,0.853,1179.979,1842.036
2023-12-23T05:10:00.000,73.605,0.952,1814.443,1006.121
2023-12-23T05:15:00.000,77.048,0.916,1503.114,1481.717
2023-12-23T05:20:00.000,65.028,0.93,1455.653,874.313
2023-12-23T05:25:00.000,66.63,0.928,1329.959,1430.833
2023-12-23T05:30:00.000,76.533,1.002,2085.181,867.608
2023-12-23T05:35:00.000,74.022,0.91,1889.995,2462.314
2023-12-23T05:40:00.000,58.344,0.868,598.871,3462.859
2023-12-23T05:45:00.000,79.465,0.959,2041.364,951.179
2023-12-23T05:50:00.000,83.659,0.989,1794.9,662.952
2023-12-23T05:55:00.000,83.203,0.988,2371.507,986.265
2023-12-23T06:00:00.000,90.437,0.981,2964.485,790.864
2023-12-23T06:05:00.000,78.213,0.872,1515.058,1299.64
2023-12-23T06:10:00.000,110.566,0.928,3543.296,2831.811
2023-12-23T06:15:00.000,122.55,0.996,4661.647,1082.175
2023-12-23T06:20:00.000,81.584,0.942,2203.19,1420.604
2023-12-23T06:25:00.000,62.109,0.939,1123.096,1235.403
2023-12-23T06:30:00.000,76.778,0.947,1253.719,3772.574
2023-12-23T06:35:00.000,99.78,0.879,2248.818,1390.676
2023-12-23T06:40:00.000,69.004,0.8220000000000001,1673.234,1938.839
2023-12-23T06:45:00.000,95.171,0.837,2916.956,1283.232
2023-12-23T06:50:00.000,84.975,0.909,1323.732,4878.71
2023-12-23T06:55:00.000,76.45,0.883,1548.566,1488.737
2023-12-23T07:00:00.000,116.519,0.944,4339.981,1924.219
2023-12-23T07:05:00.000,107.179,0.988,3435.611,1286.477
2023-12-23T07:20:00.000,85.962,0.98,2410.91,2451.769
2023-12-23T07:30:00.000,64.977,0.964,916.127,1770.753
2023-12-23T07:35:00.000,71.2,0.89,1132.788,1890.142
2023-12-23T07:50:00.000,76.857,1.003,1868.742,1447.407
2023-12-23T07:55:00.000,70.449,0.713,895.897,1611.673
